task_id,operator_id,machine_id,domain,task_type,site,scheduled_start,scheduled_end,status,baseline_duration_min,weather,operator_skill,machine_age_hours,demo_seed,job_options_json
SYN-T-1361,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3520,,{}
SYN-T-1362,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3557,,{}
SYN-T-1363,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3594,,{}
SYN-T-1364,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3631,,{}
SYN-T-1365,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3668,,{}
SYN-T-1366,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3705,,{}
SYN-T-1367,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3742,,{}
SYN-T-1368,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3779,,{}
SYN-T-1369,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3816,,{}
SYN-T-1370,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3853,,{}
SYN-T-1371,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3890,,{}
SYN-T-1372,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3927,,{}
SYN-T-1373,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3964,,{}
SYN-T-1374,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4001,,{}
SYN-T-1375,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4038,,{}
SYN-T-1376,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4075,,{}
SYN-T-1377,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4112,,{}
SYN-T-1378,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4149,,{}
SYN-T-1379,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4186,,{}
SYN-T-1380,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4223,,{}
SYN-T-1381,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4260,,{}
SYN-T-1382,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4297,,{}
SYN-T-1383,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4334,,{}
SYN-T-1384,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4371,,{}
SYN-T-1385,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4408,,{}
SYN-T-1386,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4445,,{}
SYN-T-1387,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4482,,{}
SYN-T-1388,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4519,,{}
SYN-T-1389,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4556,,{}
SYN-T-1390,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4593,,{}
SYN-T-1391,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4630,,{}
SYN-T-1392,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4667,,{}
SYN-T-1393,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4704,,{}
SYN-T-1394,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4741,,{}
SYN-T-1395,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4778,,{}
SYN-T-1396,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4815,,{}
SYN-T-1397,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4852,,{}
SYN-T-1398,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4889,,{}
SYN-T-1399,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4926,,{}
SYN-T-1400,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4963,,{}
SYN-T-1401,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5000,,{}
SYN-T-1402,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5037,,{}
SYN-T-1403,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5074,,{}
SYN-T-1404,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5111,,{}
SYN-T-1405,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5148,,{}
SYN-T-1406,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5185,,{}
SYN-T-1407,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5222,,{}
SYN-T-1408,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5259,,{}
SYN-T-1409,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5296,,{}
SYN-T-1410,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5333,,{}
SYN-T-1411,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5370,,{}
SYN-T-1412,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5407,,{}
SYN-T-1413,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5444,,{}
SYN-T-1414,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5481,,{}
SYN-T-1415,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5518,,{}
SYN-T-1416,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5555,,{}
SYN-T-1417,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5592,,{}
SYN-T-1418,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5629,,{}
SYN-T-1419,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5666,,{}
SYN-T-1420,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5703,,{}
SYN-T-1421,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5740,,{}
SYN-T-1422,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5777,,{}
SYN-T-1423,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5814,,{}
SYN-T-1424,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5851,,{}
SYN-T-1425,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5888,,{}
SYN-T-1426,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5925,,{}
SYN-T-1427,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5962,,{}
SYN-T-1428,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5999,,{}
SYN-T-1429,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,1236,,{}
SYN-T-1430,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1273,,{}
SYN-T-1431,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,1310,,{}
SYN-T-1432,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1347,,{}
SYN-T-1433,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1384,,{}
SYN-T-1434,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1421,,{}
SYN-T-1435,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,1458,,{}
SYN-T-1436,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1495,,{}
SYN-T-1437,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1532,,{}
SYN-T-1438,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1569,,{}
SYN-T-1439,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,1606,,{}
SYN-T-1440,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1643,,{}
SYN-T-1441,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,1680,,{}
SYN-T-1442,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1717,,{}
SYN-T-1443,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,1754,,{}
SYN-T-1444,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1791,,{}
SYN-T-1445,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1828,,{}
SYN-T-1446,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1865,,{}
SYN-T-1447,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,1902,,{}
SYN-T-1448,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1939,,{}
SYN-T-1449,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1976,,{}
SYN-T-1450,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2013,,{}
SYN-T-1451,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2050,,{}
SYN-T-1452,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2087,,{}
SYN-T-1453,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,2124,,{}
SYN-T-1454,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2161,,{}
SYN-T-1455,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2198,,{}
SYN-T-1456,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2235,,{}
SYN-T-1457,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2272,,{}
SYN-T-1458,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2309,,{}
SYN-T-1459,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2346,,{}
SYN-T-1460,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2383,,{}
SYN-T-1461,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2420,,{}
SYN-T-1462,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2457,,{}
SYN-T-1463,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2494,,{}
SYN-T-1464,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2531,,{}
SYN-T-1465,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,2568,,{}
SYN-T-1466,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2605,,{}
SYN-T-1467,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2642,,{}
SYN-T-1468,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2679,,{}
SYN-T-1469,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2716,,{}
SYN-T-1470,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2753,,{}
SYN-T-1471,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2790,,{}
SYN-T-1472,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2827,,{}
SYN-T-1473,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2864,,{}
SYN-T-1474,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2901,,{}
SYN-T-1475,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2938,,{}
SYN-T-1476,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2975,,{}
SYN-T-1477,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3012,,{}
SYN-T-1478,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3049,,{}
SYN-T-1479,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3086,,{}
SYN-T-1480,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3123,,{}
SYN-T-1481,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3160,,{}
SYN-T-1482,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3197,,{}
SYN-T-1483,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3234,,{}
SYN-T-1484,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3271,,{}
SYN-T-1485,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3308,,{}
SYN-T-1486,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3345,,{}
SYN-T-1487,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3382,,{}
SYN-T-1488,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3419,,{}
SYN-T-1489,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3456,,{}
SYN-T-1490,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3493,,{}
SYN-T-1491,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3530,,{}
SYN-T-1492,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3567,,{}
SYN-T-1493,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3604,,{}
SYN-T-1494,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3641,,{}
SYN-T-1495,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3678,,{}
SYN-T-1496,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3715,,{}
SYN-T-1497,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3752,,{}
SYN-T-1498,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3789,,{}
SYN-T-1499,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3826,,{}
SYN-T-1500,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3863,,{}
SYN-T-1501,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3900,,{}
SYN-T-1502,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3937,,{}
SYN-T-1503,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3974,,{}
SYN-T-1504,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4011,,{}
SYN-T-1505,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4048,,{}
SYN-T-1506,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4085,,{}
SYN-T-1507,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4122,,{}
SYN-T-1508,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4159,,{}
SYN-T-1509,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4196,,{}
SYN-T-1510,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4233,,{}
SYN-T-1511,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4270,,{}
SYN-T-1512,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4307,,{}
SYN-T-1513,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4344,,{}
SYN-T-1514,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4381,,{}
SYN-T-1515,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4418,,{}
SYN-T-1516,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4455,,{}
SYN-T-1517,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4492,,{}
SYN-T-1518,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4529,,{}
SYN-T-1519,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4566,,{}
SYN-T-1520,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4603,,{}
SYN-T-1521,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4640,,{}
SYN-T-1522,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4677,,{}
SYN-T-1523,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4714,,{}
SYN-T-1524,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4751,,{}
SYN-T-1525,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4788,,{}
SYN-T-1526,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4825,,{}
SYN-T-1527,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4862,,{}
SYN-T-1528,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4899,,{}
SYN-T-1529,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4936,,{}
SYN-T-1530,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4973,,{}
SYN-T-1531,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5010,,{}
SYN-T-1532,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5047,,{}
SYN-T-1533,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5084,,{}
SYN-T-1534,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5121,,{}
SYN-T-1535,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5158,,{}
SYN-T-1536,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5195,,{}
SYN-T-1537,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5232,,{}
SYN-T-1538,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5269,,{}
SYN-T-1539,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5306,,{}
SYN-T-1540,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5343,,{}
SYN-T-1541,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5380,,{}
SYN-T-1542,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5417,,{}
SYN-T-1543,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5454,,{}
SYN-T-1544,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5491,,{}
SYN-T-1545,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5528,,{}
SYN-T-1546,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5565,,{}
SYN-T-1547,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5602,,{}
SYN-T-1548,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5639,,{}
SYN-T-1549,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5676,,{}
SYN-T-1550,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5713,,{}
