event_id,session_id,timestamp,ambient_temp_c,humidity_pct,wind_speed_kmh,fuel_level_pct,fuel_rate_lph,engine_temp_c,hydraulic_load_pct,payload_pct,seatbelt_fastened,proximity_distance_m,proximity_limit_m,proximity_closing_speed_mps,visibility,soil_type,ground_condition,tilt_deg,idle_seconds,fuel_per_cycle_l,unusual_pattern,cycle_phase
1038,WS-007,2026-09-23T08:00:00,34.7,58,12,59.3,22.2,81.2,70.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.45,False,SWING
1039,WS-007,2026-09-23T08:00:00,34.0,58,12,59.2,20.8,79.9,47.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.17,False,DUMP
1040,WS-007,2026-09-23T08:00:00,34.5,58,12,59.2,20.7,80.1,45.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.14,False,RETURN
1041,WS-007,2026-09-23T08:00:00,34.0,58,12,59.2,20.9,79.9,48.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.18,True,ACQUIRE
1042,WS-007,2026-09-23T08:00:00,34.6,58,12,59.2,22.4,81.2,73.3,65,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.48,False,LIFT
1043,WS-007,2026-09-23T08:00:00,33.9,58,12,59.2,22.5,80.9,74.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.5,False,SWING
1044,WS-007,2026-09-23T08:00:00,34.1,58,12,59.1,21.0,80.0,49.5,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.19,False,DUMP
1045,WS-007,2026-09-23T08:00:00,34.9,58,12,59.1,20.9,80.4,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.18,False,RETURN
1046,WS-007,2026-09-23T08:00:00,34.0,58,12,59.1,21.0,80.0,49.5,20,1,6,8,0,Good,Medium (Sandy),Dry,2.4,0,4.19,False,ACQUIRE
1047,WS-007,2026-09-23T08:00:00,34.0,58,12,59.1,22.4,81.0,73.9,65,1,6,8,0,Good,Medium (Sandy),Dry,4.0,0,4.49,False,LIFT
1048,WS-007,2026-09-23T08:00:00,34.0,58,12,59.1,22.6,81.0,76.2,65,1,6,8,0,Good,Medium (Sandy),Dry,2.8,0,4.51,False,SWING
1049,WS-007,2026-09-23T08:00:00,33.1,58,12,59.0,21.1,79.6,51.9,20,1,6,8,0,Good,Medium (Sandy),Dry,2.2,0,4.22,False,DUMP
1050,WS-007,2026-09-23T08:00:00,33.2,58,12,59.0,21.1,79.7,51.3,20,1,6,8,0,Good,Medium (Sandy),Dry,3.9,0,4.22,False,RETURN
1051,WS-008,2026-09-23T08:00:00,33.2,58,12,62.0,20.7,79.4,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.15,False,ACQUIRE
1052,WS-008,2026-09-23T08:00:00,32.8,58,12,62.0,22.5,80.4,74.9,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.5,False,LIFT
1053,WS-008,2026-09-23T08:00:00,34.1,58,12,62.0,22.4,81.0,73.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.48,False,SWING
1054,WS-008,2026-09-23T08:00:00,32.9,58,12,61.9,21.2,79.6,52.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.1,0,4.23,False,DUMP
1055,WS-008,2026-09-23T08:00:00,33.9,58,12,61.9,20.8,79.8,46.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.16,False,RETURN
1056,WS-008,2026-09-23T08:00:00,32.5,58,12,61.9,21.1,79.3,51.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.22,False,ACQUIRE
1057,WS-008,2026-09-23T08:00:00,33.6,58,12,61.9,22.3,80.7,71.6,65,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.46,False,LIFT
1058,WS-008,2026-09-23T08:00:00,33.7,58,12,61.9,22.5,80.9,75.6,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.51,False,SWING
1059,WS-008,2026-09-23T08:00:00,34.1,58,12,61.8,20.9,80.0,47.9,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.17,False,DUMP
1060,WS-008,2026-09-23T08:00:00,34.7,58,12,61.8,20.7,80.2,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.15,False,RETURN
1061,WS-008,2026-09-23T08:00:00,33.6,58,12,61.8,21.0,79.8,50.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.2,True,ACQUIRE
1062,WS-008,2026-09-23T08:00:00,33.3,58,12,61.8,22.2,80.5,70.1,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.44,False,LIFT
1063,WS-008,2026-09-23T08:00:00,34.8,58,12,61.8,22.5,81.4,74.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.49,False,SWING
1064,WS-008,2026-09-23T08:00:00,34.1,58,12,61.7,21.0,80.0,49.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.2,False,DUMP
1065,WS-008,2026-09-23T08:00:00,34.6,58,12,61.7,20.8,80.2,46.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.16,False,RETURN
1066,WS-008,2026-09-23T08:00:00,33.9,58,12,61.7,20.9,79.9,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.18,False,ACQUIRE
1067,WS-008,2026-09-23T08:00:00,33.3,58,12,61.7,22.4,80.6,74.0,65,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.49,False,LIFT
1068,WS-008,2026-09-23T08:00:00,34.0,58,12,61.7,22.4,80.9,72.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.47,False,SWING
1069,WS-008,2026-09-23T08:00:00,34.0,58,12,61.6,20.8,79.9,47.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.17,False,DUMP
1070,WS-008,2026-09-23T08:00:00,34.5,58,12,61.6,20.8,80.1,47.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.16,False,RETURN
1071,WS-008,2026-09-23T08:00:00,33.7,58,12,61.6,20.9,79.8,48.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.19,False,ACQUIRE
1072,WS-008,2026-09-23T08:00:00,33.5,58,12,61.6,22.6,80.8,76.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.51,False,LIFT
1073,WS-008,2026-09-23T08:00:00,34.6,58,12,61.6,22.6,81.4,76.9,65,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.52,False,SWING
1074,WS-008,2026-09-23T08:00:00,33.3,58,12,61.5,20.9,79.6,48.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.18,False,DUMP
1075,WS-008,2026-09-23T08:00:00,33.1,58,12,61.5,21.0,79.6,50.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.21,False,RETURN
1076,WS-008,2026-09-23T08:00:00,33.4,58,12,61.5,20.9,79.6,47.8,20,1,6,8,0,Good,Medium (Sandy),Dry,3.1,0,4.17,False,ACQUIRE
1077,WS-008,2026-09-23T08:00:00,33.9,58,12,61.5,22.3,80.8,72.1,65,1,6,8,0,Good,Medium (Sandy),Dry,2.6,0,4.47,False,LIFT
1078,WS-008,2026-09-23T08:00:00,33.2,58,12,61.5,22.6,80.6,76.0,65,1,6,8,0,Good,Medium (Sandy),Dry,2.7,0,4.51,False,SWING
1079,WS-008,2026-09-23T08:00:00,33.4,58,12,61.4,20.8,79.6,46.4,20,1,6,8,0,Good,Medium (Sandy),Dry,2.6,0,4.16,False,DUMP
1080,WS-008,2026-09-23T08:00:00,32.7,58,12,61.4,21.0,79.3,49.6,20,1,6,8,0,Good,Medium (Sandy),Dry,2.4,0,4.2,False,RETURN
1081,WS-008,2026-09-23T08:00:00,33.6,58,12,61.4,21.1,79.9,52.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.23,True,ACQUIRE
1082,WS-008,2026-09-23T08:00:00,33.5,58,12,61.4,22.3,80.6,71.9,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.46,False,LIFT
1083,WS-008,2026-09-23T08:00:00,32.5,58,12,61.4,22.3,80.1,71.8,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.46,False,SWING
1084,WS-008,2026-09-23T08:00:00,33.5,58,12,61.3,20.9,79.7,47.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.17,False,DUMP
1085,WS-008,2026-09-23T08:00:00,32.0,58,12,61.3,20.7,78.8,45.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,3,4.15,False,RETURN
1086,WS-008,2026-09-23T08:00:00,32.6,58,12,61.3,20.7,79.1,45.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.14,False,ACQUIRE
1087,WS-008,2026-09-23T08:00:00,33.5,58,12,61.3,22.6,80.8,76.8,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.52,False,LIFT
1088,WS-008,2026-09-23T08:00:00,32.1,58,12,61.3,22.6,80.1,77.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.8,0,4.53,False,SWING
1089,WS-008,2026-09-23T08:00:00,32.5,58,12,61.2,20.8,79.1,47.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.17,False,DUMP
1090,WS-008,2026-09-23T08:00:00,32.8,58,12,61.2,20.9,79.4,49.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.19,False,RETURN
1091,WS-008,2026-09-23T08:00:00,32.7,58,12,61.2,20.8,79.2,46.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.15,False,ACQUIRE
1092,WS-008,2026-09-23T08:00:00,32.0,58,12,61.2,22.6,80.1,77.5,65,1,12,8,0,Good,Medium (Sandy),Dry,2.1,0,4.53,False,LIFT
1093,WS-008,2026-09-23T08:00:00,31.8,58,12,61.2,22.6,80.0,76.9,65,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.52,False,SWING
1094,WS-008,2026-09-23T08:00:00,32.0,58,12,61.1,20.8,78.8,46.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.15,False,DUMP
1095,WS-008,2026-09-23T08:00:00,31.7,58,12,61.1,20.7,78.7,45.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.14,False,RETURN
1096,WS-008,2026-09-23T08:00:00,31.8,58,12,61.1,20.7,78.7,45.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.15,False,ACQUIRE
1097,WS-008,2026-09-23T08:00:00,32.7,58,12,61.1,22.3,80.2,71.5,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.46,False,LIFT
1098,WS-008,2026-09-23T08:00:00,31.5,58,12,61.1,22.7,79.9,77.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.53,False,SWING
1099,WS-008,2026-09-23T08:00:00,31.4,58,12,61.0,20.9,78.6,48.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.18,False,DUMP
1100,WS-008,2026-09-23T08:00:00,32.5,58,12,61.0,20.9,79.2,47.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.17,False,RETURN
1101,WS-008,2026-09-23T08:00:00,31.9,58,12,61.0,21.0,78.9,49.6,20,1,12,8,0,Good,Medium (Sandy),Dry,4.0,0,4.2,True,ACQUIRE
1102,WS-008,2026-09-23T08:00:00,32.4,58,12,61.0,22.6,80.3,76.5,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.52,False,LIFT
1103,WS-008,2026-09-23T08:00:00,32.7,58,12,61.0,22.5,80.3,74.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.49,False,SWING
1104,WS-008,2026-09-23T08:00:00,31.6,58,12,60.9,21.1,78.9,51.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.22,False,DUMP
1105,WS-008,2026-09-23T08:00:00,32.2,58,12,60.9,20.7,78.9,45.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.14,False,RETURN
1106,WS-008,2026-09-23T08:00:00,31.6,58,12,60.9,21.1,78.9,52.1,20,1,6,8,0,Good,Medium (Sandy),Dry,3.3,0,4.23,False,ACQUIRE
1107,WS-008,2026-09-23T08:00:00,32.4,58,12,60.9,22.4,80.1,72.5,65,1,6,8,0,Good,Medium (Sandy),Dry,3.0,0,4.47,False,LIFT
1108,WS-008,2026-09-23T08:00:00,32.0,58,12,60.9,22.6,80.1,76.9,65,1,6,8,0,Good,Medium (Sandy),Dry,2.1,0,4.52,False,SWING
1109,WS-008,2026-09-23T08:00:00,31.7,58,12,60.8,20.8,78.7,46.3,20,1,6,8,0,Good,Medium (Sandy),Dry,2.4,0,4.16,False,DUMP
1110,WS-008,2026-09-23T08:00:00,32.1,58,12,60.8,21.1,79.1,51.7,20,1,6,8,0,Good,Medium (Sandy),Dry,2.2,0,4.22,False,RETURN
1111,WS-008,2026-09-23T08:00:00,33.2,58,12,60.8,20.8,79.5,47.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.17,False,ACQUIRE
1112,WS-008,2026-09-23T08:00:00,32.9,58,12,60.8,22.6,80.5,76.5,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.52,False,LIFT
1113,WS-008,2026-09-23T08:00:00,32.7,58,12,60.8,22.4,80.3,72.8,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.47,False,SWING
1114,WS-008,2026-09-23T08:00:00,33.2,58,12,60.7,21.0,79.6,49.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.2,False,DUMP
1115,WS-008,2026-09-23T08:00:00,33.2,58,12,60.7,21.2,79.7,52.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.23,False,RETURN
1116,WS-008,2026-09-23T08:00:00,32.9,58,12,60.7,20.9,79.4,49.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.19,False,ACQUIRE
1117,WS-008,2026-09-23T08:00:00,33.2,58,12,60.7,22.2,80.4,70.6,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.45,False,LIFT
1118,WS-008,2026-09-23T08:00:00,33.3,58,12,60.7,22.7,80.8,77.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.53,False,SWING
1119,WS-008,2026-09-23T08:00:00,33.8,58,12,60.6,21.1,80.0,52.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.23,False,DUMP
1120,WS-008,2026-09-23T08:00:00,33.8,58,12,60.6,20.9,79.8,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.8,0,4.18,False,RETURN
1121,WS-008,2026-09-23T08:00:00,32.8,58,12,60.6,20.9,79.3,47.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.17,True,ACQUIRE
1122,WS-008,2026-09-23T08:00:00,34.0,58,12,60.6,22.5,81.0,75.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.51,False,LIFT
1123,WS-008,2026-09-23T08:00:00,33.6,58,12,60.6,22.6,80.9,77.1,65,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.53,False,SWING
1124,WS-008,2026-09-23T08:00:00,34.7,58,12,60.5,21.1,80.4,51.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.21,False,DUMP
1125,WS-008,2026-09-23T08:00:00,33.8,58,12,60.5,20.8,79.8,46.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.16,False,RETURN
1126,WS-008,2026-09-23T08:00:00,33.2,58,12,60.5,20.8,79.5,46.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.16,False,ACQUIRE
1127,WS-008,2026-09-23T08:00:00,34.5,58,12,60.5,22.6,81.3,76.0,65,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.51,False,LIFT
1128,WS-008,2026-09-23T08:00:00,33.8,58,12,60.5,22.2,80.7,70.8,65,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.45,False,SWING
1129,WS-008,2026-09-23T08:00:00,33.9,58,12,60.4,20.7,79.8,45.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.14,False,DUMP
1130,WS-008,2026-09-23T08:00:00,34.0,58,12,60.4,21.2,80.1,53.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.24,False,RETURN
1131,WS-008,2026-09-23T08:00:00,34.2,58,12,60.4,20.7,79.9,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.15,False,ACQUIRE
1132,WS-008,2026-09-23T08:00:00,33.7,58,12,60.4,22.3,80.7,71.8,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.46,False,LIFT
1133,WS-008,2026-09-23T08:00:00,33.8,58,12,60.4,22.3,80.7,71.0,65,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.45,False,SWING
1134,WS-008,2026-09-23T08:00:00,33.2,58,12,60.3,20.7,79.4,45.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.14,False,DUMP
1135,WS-008,2026-09-23T08:00:00,34.7,58,12,60.3,21.1,80.4,51.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.22,False,RETURN
1136,WS-008,2026-09-23T08:00:00,34.5,58,12,60.3,21.1,80.3,52.5,20,1,6,8,0,Good,Medium (Sandy),Dry,3.1,0,4.23,False,ACQUIRE
1137,WS-008,2026-09-23T08:00:00,33.0,58,12,60.3,22.7,80.6,77.6,65,1,6,8,0,Good,Medium (Sandy),Dry,3.1,0,4.53,False,LIFT
1138,WS-008,2026-09-23T08:00:00,33.8,58,12,60.3,22.4,80.8,73.7,65,1,6,8,0,Good,Medium (Sandy),Dry,3.5,0,4.48,False,SWING
1139,WS-008,2026-09-23T08:00:00,34.3,58,12,60.2,20.9,80.1,48.5,20,1,6,8,0,Good,Medium (Sandy),Dry,3.3,0,4.18,False,DUMP
1140,WS-008,2026-09-23T08:00:00,33.6,58,12,60.2,21.1,79.9,52.3,20,1,6,8,0,Good,Medium (Sandy),Dry,3.0,0,4.23,False,RETURN
1141,WS-008,2026-09-23T08:00:00,32.9,58,12,60.2,20.7,79.3,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.15,True,ACQUIRE
1142,WS-008,2026-09-23T08:00:00,33.1,58,12,60.2,22.3,80.4,71.2,65,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.45,False,LIFT
1143,WS-008,2026-09-23T08:00:00,33.3,58,12,60.2,22.6,80.7,76.1,65,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.51,False,SWING
1144,WS-008,2026-09-23T08:00:00,32.7,58,12,60.1,21.0,79.3,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.19,False,DUMP
1145,WS-008,2026-09-23T08:00:00,33.0,58,12,60.1,21.1,79.5,51.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.21,False,RETURN
1146,WS-008,2026-09-23T08:00:00,33.5,58,12,60.1,21.1,79.8,51.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.22,False,ACQUIRE
1147,WS-008,2026-09-23T08:00:00,33.4,58,12,60.1,22.5,80.7,74.4,65,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.49,False,LIFT
1148,WS-008,2026-09-23T08:00:00,33.5,58,12,60.1,22.4,80.7,73.5,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.48,False,SWING
1149,WS-008,2026-09-23T08:00:00,33.1,58,12,60.0,21.0,79.6,50.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.2,False,DUMP
1150,WS-008,2026-09-23T08:00:00,32.0,58,12,60.0,20.7,78.8,45.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.15,False,RETURN
1151,WS-008,2026-09-23T08:00:00,32.5,58,12,60.0,21.1,79.3,51.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.22,False,ACQUIRE
1152,WS-008,2026-09-23T08:00:00,32.8,58,12,60.0,22.3,80.3,72.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.47,False,LIFT
1153,WS-008,2026-09-23T08:00:00,32.4,58,12,60.0,22.3,80.1,72.2,65,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.47,False,SWING
1154,WS-008,2026-09-23T08:00:00,31.4,58,12,59.9,20.8,78.5,46.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.15,False,DUMP
1155,WS-008,2026-09-23T08:00:00,32.1,58,12,59.9,20.9,79.0,48.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.18,False,RETURN
1156,WS-008,2026-09-23T08:00:00,32.1,58,12,59.9,20.9,79.0,47.6,20,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.17,False,ACQUIRE
1157,WS-008,2026-09-23T08:00:00,33.0,58,12,59.9,22.2,80.3,70.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.44,False,LIFT
1158,WS-008,2026-09-23T08:00:00,31.6,58,12,59.9,22.3,79.6,71.0,65,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.45,False,SWING
1159,WS-008,2026-09-23T08:00:00,31.0,58,12,59.8,20.7,78.3,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.15,False,DUMP
1160,WS-008,2026-09-23T08:00:00,31.4,58,12,59.8,20.9,78.6,48.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.18,False,RETURN
1161,WS-008,2026-09-23T08:00:00,32.0,58,12,59.8,20.9,78.9,48.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.18,True,ACQUIRE
1162,WS-008,2026-09-23T08:00:00,31.1,58,12,59.8,22.2,79.4,70.6,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.45,False,LIFT
1163,WS-008,2026-09-23T08:00:00,31.3,58,12,59.8,22.3,79.5,72.1,65,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.47,False,SWING
1164,WS-008,2026-09-23T08:00:00,32.1,58,12,59.7,20.8,78.9,46.5,20,1,12,8,0,Good,Medium (Sandy),Dry,3.8,0,4.16,False,DUMP
1165,WS-008,2026-09-23T08:00:00,31.6,58,12,59.7,20.9,78.7,48.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.18,False,RETURN
1166,WS-008,2026-09-23T08:00:00,33.1,58,12,59.7,21.0,79.6,50.7,20,1,6,8,0,Good,Medium (Sandy),Dry,2.8,0,4.21,False,ACQUIRE
1167,WS-008,2026-09-23T08:00:00,33.1,58,12,59.7,22.3,80.4,72.0,65,1,6,8,0,Good,Medium (Sandy),Dry,4.0,0,4.46,False,LIFT
1168,WS-008,2026-09-23T08:00:00,31.6,58,12,59.7,22.6,79.8,75.9,65,1,6,8,0,Good,Medium (Sandy),Dry,2.2,0,4.51,False,SWING
1169,WS-008,2026-09-23T08:00:00,32.6,58,12,59.6,20.8,79.2,46.7,20,1,6,8,0,Good,Medium (Sandy),Dry,2.8,0,4.16,False,DUMP
1170,WS-008,2026-09-23T08:00:00,33.3,58,12,59.6,21.1,79.8,52.5,20,1,6,8,0,Good,Medium (Sandy),Dry,2.3,3,4.23,False,RETURN
1171,WS-008,2026-09-23T08:00:00,32.9,58,12,59.6,21.1,79.5,51.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.21,False,ACQUIRE
1172,WS-008,2026-09-23T08:00:00,31.8,58,12,59.6,22.4,79.9,73.8,65,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.49,False,LIFT
1173,WS-008,2026-09-23T08:00:00,32.4,58,12,59.6,22.2,80.0,70.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.44,False,SWING
1174,WS-008,2026-09-23T08:00:00,33.7,58,12,59.5,20.8,79.7,46.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.16,False,DUMP
1175,WS-008,2026-09-23T08:00:00,31.9,58,12,59.5,21.1,79.0,51.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.22,False,RETURN
1176,WS-008,2026-09-23T08:00:00,32.7,58,12,59.5,20.8,79.2,46.9,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.16,False,ACQUIRE
1177,WS-008,2026-09-23T08:00:00,33.2,58,12,59.5,22.5,80.6,75.5,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.51,False,LIFT
1178,WS-008,2026-09-23T08:00:00,32.4,58,12,59.5,22.6,80.2,76.2,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.51,False,SWING
1179,WS-008,2026-09-23T08:00:00,33.2,58,12,59.4,21.0,79.6,50.5,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.21,False,DUMP
1180,WS-008,2026-09-23T08:00:00,34.3,58,12,59.4,21.1,80.2,51.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.1,0,4.21,False,RETURN
1181,WS-008,2026-09-23T08:00:00,33.1,58,12,59.4,20.8,79.4,46.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.15,True,ACQUIRE
1182,WS-008,2026-09-23T08:00:00,32.7,58,12,59.4,22.4,80.3,73.9,65,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.49,False,LIFT
1183,WS-008,2026-09-23T08:00:00,33.7,58,12,59.4,22.5,80.9,75.2,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.5,False,SWING
1184,WS-008,2026-09-23T08:00:00,34.5,58,12,59.3,21.1,80.3,50.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.21,False,DUMP
1185,WS-008,2026-09-23T08:00:00,33.5,58,12,59.3,21.0,79.8,50.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.21,False,RETURN
1186,WS-008,2026-09-23T08:00:00,32.9,58,12,59.3,21.0,79.5,50.7,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.21,False,ACQUIRE
1187,WS-008,2026-09-23T08:00:00,33.9,58,12,59.3,22.4,80.9,73.9,65,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.49,False,LIFT
1188,WS-008,2026-09-23T08:00:00,34.0,58,12,59.3,22.4,80.9,72.6,65,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.47,False,SWING
1189,WS-008,2026-09-23T08:00:00,34.7,58,12,59.2,21.0,80.3,49.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.2,False,DUMP
1190,WS-008,2026-09-23T08:00:00,33.3,58,12,59.2,21.0,79.6,49.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.19,False,RETURN
1191,WS-008,2026-09-23T08:00:00,34.6,58,12,59.2,21.0,80.3,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.19,False,ACQUIRE
1192,WS-008,2026-09-23T08:00:00,34.6,58,12,59.2,22.4,81.3,74.0,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.49,False,LIFT
1193,WS-008,2026-09-23T08:00:00,34.8,58,12,59.2,22.5,81.4,75.0,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.5,False,SWING
